0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.070622 0.070946 0.018966 0.021212 -0.021580 0.058782 0.069484 0.108684 -0.007003 0.039689
0.075820 -0.000706 -0.121314 -0.023545 0.011405 0.096238 0.056835 0.104049 0.010211 0.009153
0.085159 0.013089 -0.042651 -0.010052 0.031182 0.086190 0.040432 0.055332 0.011706 -0.044265
0.093846 -0.054157 -0.051386 -0.028871 -0.034622 0.074755 0.076516 0.077241 0.002451 -0.036539
0.085779 -0.016674 -0.077805 -0.017925 0.002635 0.075622 0.054949 0.075254 0.045463 -0.030676
0.088665 -0.013871 -0.044066 -0.019318 -0.001766 0.101343 0.051859 0.063197 0.051065 0.022433
0.082802 -0.011860 -0.070152 -0.005075 -0.011041 0.091191 0.069414 0.031213 0.046630 -0.027949
0.093722 0.000360 -0.022804 0.005639 -0.013541 0.066793 0.119345 0.060842 0.051796 -0.022610
0.073297 0.007948 -0.090009 -0.035720 0.008008 0.078775 0.020818 0.093806 0.041002 -0.030788
0.097436 -0.040604 -0.025716 -0.014159 -0.020582 0.104019 -0.007529 0.070753 0.066240 -0.082554
0.086474 -0.041901 -0.067808 -0.031617 -0.002896 0.044022 0.058071 0.128755 0.045460 -0.013552
0.110836 -0.067930 0.004988 0.038187 -0.023987 0.088867 0.194284 0.074107 0.058954 -0.014234
0.076653 0.011239 -0.049769 -0.010316 0.012737 0.077604 0.054649 0.060308 -0.001283 0.071343
0.068750 -0.025926 -0.115609 -0.025685 0.006448 0.084611 0.044277 0.054207 0.011017 0.023135
0.083198 0.005473 0.003153 -0.007548 -0.031245 0.063235 -0.028006 0.048808 0.015236 0.054480
0.020485 0.274066 -0.160033 0.012248 0.011823 0.066352 0.068446 0.040508 0.022190 0.071943
0.096869 -0.043951 0.005070 0.002500 -0.013803 0.079933 0.045565 0.060145 0.015873 0.016454
0.048933 0.216432 -0.079972 0.017234 -0.016338 0.043063 0.083642 0.110002 0.072880 0.045551
0.085775 0.011561 -0.069562 0.006590 -0.027231 0.078336 0.017964 0.049951 0.075094 -0.047071
0.072607 0.001490 -0.068198 -0.038136 0.009817 0.084667 0.052059 0.020374 -0.026674 -0.017908
0.078734 -0.017764 -0.065467 -0.028008 -0.015739 0.058327 0.036012 0.006646 0.009212 -0.037962
0.098837 -0.019407 -0.049877 0.031041 -0.105451 0.115251 0.024185 0.026381 0.081281 -0.037154
0.092356 0.014943 -0.022733 -0.011148 -0.022411 0.084586 -0.075701 0.036146 0.082516 -0.121122
0.082951 0.012176 0.041374 -0.033460 -0.016864 0.091837 -0.074507 0.055415 0.029089 0.010892
0.060408 0.020734 -0.088447 -0.035400 0.035814 0.059464 0.037952 0.023517 0.037677 0.017454
0.074537 0.043443 -0.027543 0.029699 0.026496 0.093111 0.092605 -0.052168 0.005366 -0.001163
0.075199 0.015389 -0.027824 -0.019667 0.007119 0.079112 0.006561 -0.005482 0.015443 0.043513
0.090469 -0.107748 -0.029053 -0.016109 0.018041 0.059142 0.036303 0.017052 -0.011061 0.038321
0.072733 -0.062584 -0.050285 -0.027810 0.003369 0.028811 0.029233 0.089148 0.019762 0.038262
0.070294 -0.023285 -0.068684 -0.024938 0.016902 0.064850 0.027783 0.038146 0.036880 0.019018
0.076873 -0.014372 -0.061189 -0.015814 -0.006981 0.037089 0.039696 0.021075 0.074554 -0.066334
0.072096 0.029747 -0.042573 0.000836 -0.024434 0.063141 0.009114 0.026093 0.068924 0.001932
0.065340 0.025167 -0.028914 -0.015206 -0.023707 0.098220 -0.044050 -0.026733 -0.023055 0.007596
0.060009 0.065279 -0.049076 -0.014269 -0.021377 0.047470 0.013416 0.005238 0.025588 0.013038
0.068956 0.007988 -0.026205 -0.013270 0.006571 0.065291 -0.013034 -0.003307 -0.002777 0.033079
0.076749 0.077176 0.051002 0.062559 0.060504 0.091324 0.054940 -0.056311 -0.112838 0.107552
0.065953 -0.009117 -0.045818 -0.020420 0.021314 0.065628 -0.007582 0.004441 -0.041840 0.046827
0.069003 -0.011998 -0.032353 -0.026966 0.004691 0.027477 0.017801 0.032939 0.016361 0.023176
0.062592 0.006003 -0.058813 -0.042621 -0.003875 0.040416 -0.012716 0.020683 0.038243 0.013052
0.074263 0.005629 -0.002841 -0.001239 0.015584 0.059342 0.036209 -0.007703 -0.004005 -0.001815
0.068041 0.017516 -0.016774 -0.018118 -0.015702 0.067890 -0.026293 0.006892 0.020671 -0.005052
0.061974 0.019760 -0.049966 -0.009559 0.032999 0.034718 -0.050105 -0.008441 -0.003876 -0.019928
0.063486 0.049449 -0.031148 -0.020403 -0.024567 0.015884 0.002377 -0.037824 0.056511 -0.031762
0.081272 0.072938 0.046906 0.015369 -0.038458 0.051360 -0.057070 0.004527 0.051734 -0.023894
0.064724 -0.018862 -0.090221 -0.011095 -0.001742 0.049963 0.054278 -0.050233 0.026089 -0.010010
0.052169 -0.026807 -0.110945 -0.031280 0.043217 0.053292 0.034863 -0.041532 -0.050101 0.027275
0.070846 0.010892 -0.017677 0.006444 0.020183 0.119411 -0.079047 -0.049722 0.069244 -0.038877
0.079436 -0.070930 -0.013196 -0.033076 0.038054 0.021048 -0.016187 0.022390 0.021541 -0.059255
0.092342 -0.051204 0.052371 0.023094 -0.009766 0.009575 0.098008 0.017705 0.018266 -0.041833
0.045791 0.036700 -0.048583 -0.057819 0.041468 0.005312 -0.059778 0.036286 -0.010001 0.058497
0.057924 0.040476 -0.036675 -0.012692 0.057404 0.084426 -0.047505 -0.116384 -0.054975 0.025088
0.086656 0.036347 0.053673 0.015258 -0.010846 0.017156 -0.015443 -0.018432 0.057878 -0.036632
0.055505 0.018024 -0.036347 -0.008725 0.049258 0.071131 -0.021909 -0.104635 -0.063881 0.023846
0.069487 0.004727 -0.018804 -0.035605 -0.015956 -0.012471 0.000390 0.027706 0.017422 -0.004065
0.079608 -0.058711 -0.007839 -0.013382 -0.001238 0.030093 -0.015014 -0.011055 0.009853 0.007223
0.065785 -0.011460 -0.009107 -0.002789 0.049411 0.013061 0.013831 -0.020157 -0.066007 -0.006410
0.071744 -0.007159 -0.024614 0.008863 -0.014409 0.045853 0.012009 0.011824 -0.043089 0.005442
0.078250 -0.000261 0.011625 0.016759 0.005965 0.061726 0.009994 -0.028529 0.058242 0.052459
0.076493 -0.029016 -0.009125 0.005980 -0.012804 0.036943 0.011961 -0.028168 0.019175 -0.051827
0.060213 0.005396 -0.041541 -0.011723 0.008967 0.069087 -0.024500 -0.089176 0.004151 -0.013913
0.043074 0.063772 -0.075365 -0.021098 -0.039148 0.030239 -0.017847 -0.032552 -0.015682 0.075785
0.054291 0.073011 0.012900 -0.021623 0.036807 0.029335 -0.001476 -0.004106 -0.046389 0.110765
0.078232 -0.077490 0.020363 -0.001952 0.039028 0.028601 -0.006780 -0.050209 -0.022089 -0.007920
0.052952 -0.014692 -0.067753 -0.048250 0.033345 0.049982 -0.085243 -0.047098 -0.002320 -0.041057
0.063788 0.000083 -0.021195 -0.016165 0.015456 0.013217 -0.005656 -0.011580 0.001692 0.015363
0.067920 0.005212 -0.007211 -0.026489 0.026221 0.007182 -0.007773 -0.022297 -0.008626 -0.024638
0.062083 0.014191 -0.011195 -0.002611 0.026346 0.018123 -0.022960 -0.049312 -0.046471 0.019110
0.060506 -0.008550 -0.028700 -0.004401 0.008191 0.023663 -0.045718 -0.010889 -0.003864 0.016530
0.049162 0.050753 -0.046163 -0.034085 -0.019317 0.008537 -0.024013 -0.007600 0.051065 0.007867
0.050404 0.012028 -0.037545 -0.024532 0.003499 0.016049 0.000243 0.005587 -0.017783 -0.012936
0.088648 -0.009270 0.126313 0.019363 -0.039917 0.016349 0.067921 0.095218 0.014054 0.014308
0.050195 0.032327 -0.020325 -0.033069 0.014760 0.028652 -0.067846 -0.020385 -0.041482 0.025486
0.071532 0.048007 0.112138 0.003473 -0.011990 0.019216 -0.077997 0.058991 -0.015753 0.009786
0.062937 -0.010301 -0.009550 -0.002285 -0.007408 0.035227 -0.011386 -0.002476 -0.025992 0.039592
0.060965 0.012670 -0.007567 -0.000029 0.025694 0.023717 0.045855 -0.000518 -0.036164 0.076041
0.076720 -0.029513 0.029428 0.002049 0.004536 -0.000903 0.003412 0.015873 0.007064 0.021546
0.088694 -0.062245 0.099960 0.023258 -0.005635 0.037659 0.016828 0.025913 -0.021438 0.030279
0.060666 -0.001938 -0.024978 -0.017935 -0.059940 0.030840 -0.033393 -0.006036 -0.024366 0.004509
0.036529 0.044466 -0.059076 -0.036174 -0.001312 0.032961 -0.076847 -0.015013 -0.051939 0.067386
0.056854 0.014085 0.011994 -0.012814 0.007172 0.002417 -0.013271 0.024444 -0.027675 0.010431
0.050947 0.040762 0.004818 -0.009468 0.000891 0.002086 -0.062195 0.023546 -0.027775 0.017719
0.083845 -0.017910 0.109111 0.072663 -0.023873 0.070767 0.050669 -0.002868 -0.020664 0.079387
0.060458 0.007427 -0.020305 0.005095 0.004701 0.053720 -0.014529 0.032993 -0.100054 0.145492
0.065802 -0.011750 0.036741 -0.002754 -0.007905 -0.030539 0.058339 0.090017 0.020761 0.005525
0.049261 0.044329 -0.004584 -0.015243 0.037669 0.029121 -0.009680 0.023765 -0.034609 0.060639
0.060943 -0.005539 -0.005031 0.004493 0.014113 0.028224 -0.031820 0.011739 0.035411 0.006822
0.115714 -0.058528 -0.042688 0.168605 -0.060764 -0.105361 -0.024596 -0.157195 0.344653 0.474009
0.025833 0.055878 0.031035 -0.088123 0.096279 0.031152 0.013867 0.011852 -0.167192 -0.039831
0.045920 0.084015 0.018561 0.032180 0.066758 0.060231 0.011078 -0.039800 -0.036471 -0.045803
0.039130 0.045436 -0.041768 -0.047768 0.034337 -0.018421 -0.037065 0.045423 0.045369 0.035186
0.043866 0.029920 -0.013328 -0.032397 0.055603 0.022990 -0.087074 -0.047685 -0.047716 0.004550
0.074319 0.001757 0.060750 -0.013566 -0.035362 -0.015762 -0.021092 0.046564 0.046867 -0.038857
0.067462 -0.029247 0.021077 -0.010666 -0.011650 0.015021 -0.043864 -0.012406 -0.018652 -0.029398
0.080701 -0.128511 0.024861 -0.042073 0.014348 -0.025096 0.063064 0.037763 -0.034035 0.033557
0.065294 -0.037212 0.004426 -0.018159 -0.026999 0.031332 -0.003232 -0.062272 -0.012699 -0.007271
0.055838 0.017649 0.023547 -0.026644 -0.012337 -0.014256 -0.051737 0.025716 0.009110 0.029799
0.059448 -0.017851 -0.006757 -0.030678 -0.024748 -0.013836 0.054727 -0.024374 -0.007562 -0.035664
0.061628 -0.027070 0.016457 -0.017177 -0.028048 0.033253 -0.008496 -0.020620 -0.006045 -0.002130
0.032701 0.063847 -0.059352 -0.060262 -0.005162 -0.011273 -0.040553 0.037010 -0.008460 0.014703
0.052199 -0.013027 -0.019297 -0.060935 -0.023307 -0.028415 -0.034910 0.012543 0.006630 -0.021083
0.059747 0.005731 -0.007022 -0.010378 -0.012365 0.031796 -0.042951 -0.009733 -0.036195 0.007478
